model,dataset,pretraining length,ImageNet accuracy,freeze encoder,pretraining scheme,seed,accuracy,balanced accuracy,sensitivity,specificity,precision,dice index,jaccard index,mcc,modified hausdorff distance,area under roc,average precision score,mean dice index,mean jaccard index
Swin U-Net,ACDC,200,0.713,True,advanced,123127,0.991116178116228,,,,,,,,4.751466490073894,0.9982750844026004,0.9168756516298316,0.8439654706419987,0.733383953750002
Swin U-Net,ACDC,200,0.713,True,advanced,123128,0.9910604449290172,,,,,,,,4.913824251222587,0.9982399706816436,0.9160123300425236,0.8433309523205104,0.7323363695428134
Swin U-Net,ACDC,250,0.75,False,advanced,123124,0.994167148736818,,,,,,,,3.2850019125808267,0.9992143003596636,0.9558382723185328,0.8967267136852956,0.81485255742778
Swin U-Net,ACDC,250,0.75,False,advanced,123125,0.9940537375353254,,,,,,,,3.412866742050364,0.9990493753868352,0.9559757175003508,0.8945372891581309,0.8113789461478325
Swin U-Net,ACDC,250,0.75,False,advanced,123126,0.9940336224667607,,,,,,,,3.270757686489848,0.999049711413698,0.9554779578217328,0.894178935169966,0.8108201328330709
Swin U-Net,ACDC,250,0.75,False,advanced,123127,0.9942488129516444,,,,,,,,3.175159964242671,0.999313781381668,0.9587298894767274,0.8973078558030573,0.8157150141055852
Swin U-Net,ACDC,250,0.75,False,advanced,123128,0.9939158029905736,,,,,,,,3.122485036133144,0.9991502626131142,0.9537368023877764,0.8922641571116833,0.807716300415754
Swin U-Net,ACDC,250,0.75,True,advanced,123124,0.990753884616114,,,,,,,,4.993067206467599,0.9981967477850474,0.91232751245981,0.8385578933098743,0.7255162638384576
Swin U-Net,ACDC,250,0.75,True,advanced,123125,0.990456863216941,,,,,,,,5.021079876898566,0.9981005954233167,0.908927564944464,0.8317602193935295,0.7155154645665164
Swin U-Net,ACDC,250,0.75,True,advanced,123126,0.9904374890348796,,,,,,,,5.169218737983958,0.9980884946750076,0.9080664833377864,0.8319754755714172,0.7158328326025886
Swin U-Net,ACDC,250,0.75,True,advanced,123127,0.9906389731194524,,,,,,,,5.041139424825276,0.9978926090183,0.9089514983911878,0.8352790697106448,0.7205602980703744
Swin U-Net,ACDC,250,0.75,True,advanced,123128,0.9908507740485832,,,,,,,,4.876075848196809,0.9981262635439644,0.9128276416726026,0.8387936198802057,0.725761542934634
Swin U-Net,ACDC,300,0.766,False,advanced,123124,0.9940657584188416,,,,,,,,3.2604796542662204,0.9991661892066852,0.9548024497498876,0.8948024291452535,0.8118619969550162
Swin U-Net,ACDC,300,0.766,False,advanced,123125,0.9939040043730084,,,,,,,,3.162314086061659,0.9991979434036934,0.9556341658976484,0.8925934565195485,0.808353160276824
Swin U-Net,ACDC,300,0.766,False,advanced,123126,0.9940881331912412,,,,,,,,3.279844768795221,0.9992671261131068,0.9580363507810358,0.8951508420327677,0.8123359628274716
Swin U-Net,ACDC,300,0.766,False,advanced,123127,0.9940440689664574,,,,,,,,3.1070242612122443,0.9991214349436072,0.9547715624255014,0.894151198854622,0.8107835861387093
Swin U-Net,ACDC,300,0.766,False,advanced,123128,0.9935622149068736,,,,,,,,3.3957600676554107,0.9991504791868726,0.9501407156657596,0.8868818072101519,0.7992150918157767
Swin U-Net,ACDC,300,0.766,True,advanced,123124,0.9904234677578048,,,,,,,,5.769193192156888,0.998119983737578,0.9096818524352374,0.8348323823738113,0.7200695731987247
Swin U-Net,ACDC,300,0.766,True,advanced,123125,0.9903268005912867,,,,,,,,5.451092792955621,0.9979432427767432,0.9060495175624764,0.8301258136398135,0.7133687926171612
Swin U-Net,ACDC,300,0.766,True,advanced,123126,0.9901767340300432,,,,,,,,5.611591143369556,0.9979992627257692,0.9053906521250588,0.8294584872796508,0.7122794807602464
Swin U-Net,ACDC,300,0.766,True,advanced,123127,0.9901756412224508,,,,,,,,5.869112679544085,0.9980025690713364,0.9054872402648432,0.8295846204695724,0.7125029441958971
Swin U-Net,ACDC,300,0.766,True,advanced,123128,0.9901807903836488,,,,,,,,5.717012621298886,0.997919701331314,0.9039998526475636,0.829081362956134,0.7115491016394734
Swin U-Net,ACDC,0,0.001,False,simple,123124,0.9885230197881896,,,,,,,,5.912189303053076,0.9964755517199834,0.8785678536562105,0.8065098167867486,0.6805937286933691
Swin U-Net,ACDC,0,0.001,False,simple,123125,0.9869828834472916,,,,,,,,6.680549823217973,0.9959683827172796,0.8497132571068636,0.7792407864724247,0.6436498248878416
Swin U-Net,ACDC,0,0.001,False,simple,123126,0.9904488986870306,,,,,,,,5.332742823906588,0.9980505092542554,0.912672934245708,0.8360800313951233,0.7220082506681563
Swin U-Net,ACDC,0,0.001,False,simple,123127,0.9865630045437088,,,,,,,,7.398756358667747,0.9958504230348916,0.8486079716605363,0.775093262881228,0.6381431155469559
Swin U-Net,ACDC,0,0.001,False,simple,123128,0.990686019412412,,,,,,,,5.169076983179557,0.9979570197425356,0.9113785164754672,0.8391468362826858,0.7267844227032493
Swin U-Net,ACDC,0,0.001,True,simple,123124,0.9812183048753887,,,,,,,,11.489357944247814,0.9914837466461264,0.7551396967169696,0.6978975003806114,0.5409025495350495
Swin U-Net,ACDC,0,0.001,True,simple,123125,0.9794135609198372,,,,,,,,13.043467720654888,0.990082107368325,0.725058236541393,0.6747959756440478,0.5151509323492588
Swin U-Net,ACDC,0,0.001,True,simple,123126,0.979496262375768,,,,,,,,12.677283405464545,0.9902023118021296,0.7218662774032737,0.670807705042037,0.5104181444436304
Swin U-Net,ACDC,0,0.001,True,simple,123127,0.9800655039984164,,,,,,,,12.763582829878182,0.9908256449817284,0.7350114413707679,0.6837503052635233,0.5245197480759521
Swin U-Net,ACDC,0,0.001,True,simple,123128,0.9804583405446288,,,,,,,,12.269950328059432,0.9912744661969562,0.7427274770949674,0.688765931464745,0.5303794914960692
Swin U-Net,ACDC,1,0.015,False,simple,123124,0.991701830374924,,,,,,,,4.404750144039992,0.9984958481681228,0.9268323160075728,0.8569336054610094,0.7532829026246075
Swin U-Net,ACDC,1,0.015,False,simple,123125,0.9913645047499716,,,,,,,,4.678584873889664,0.9982628202680094,0.9204699322526548,0.8510153097283298,0.74410552622572
Swin U-Net,ACDC,1,0.015,False,simple,123126,0.99142086769071,,,,,,,,4.797872522437017,0.9983765382175006,0.9224232883393316,0.8519021033544424,0.7455176632366495
Swin U-Net,ACDC,1,0.015,False,simple,123127,0.9916078674441432,,,,,,,,4.695900570350646,0.998537826695044,0.9247307159042284,0.8552770301470706,0.7505498584226107
Swin U-Net,ACDC,1,0.015,False,simple,123128,0.9912051771074368,,,,,,,,5.124407980643411,0.9982277292072244,0.9179094838033132,0.8477908943481879,0.7390626953366176
Swin U-Net,ACDC,1,0.015,True,simple,123124,0.9807421185975552,,,,,,,,11.813724272572555,0.990824806592136,0.7463968439598881,0.6878842503474125,0.5288882771735063
Swin U-Net,ACDC,1,0.015,True,simple,123125,0.9798530733157576,,,,,,,,13.388497322468297,0.9907600984116428,0.7379311669911988,0.6808319833033732,0.5211022908053979
Swin U-Net,ACDC,1,0.015,True,simple,123126,0.9807110569309044,,,,,,,,11.72236553957754,0.9908678203586564,0.746356180881193,0.6876251261092433,0.5279711352978179
Swin U-Net,ACDC,1,0.015,True,simple,123127,0.9806033875998122,,,,,,,,12.55822864455964,0.9914629194674544,0.7475544819694031,0.686235722222198,0.5270360012394454
Swin U-Net,ACDC,1,0.015,True,simple,123128,0.9801181439844756,,,,,,,,12.921913341156433,0.9910444328702744,0.746158856421458,0.6850349991432259,0.5257391458253674
Swin U-Net,ACDC,5,0.14,False,simple,123124,0.9914270726151752,,,,,,,,4.669005582652273,0.9984686867571992,0.925480103415834,0.8524560544353895,0.7464164376750269
Swin U-Net,ACDC,5,0.14,False,simple,123125,0.9916713799396384,,,,,,,,4.569821475190186,0.9984380897617432,0.9249455800154464,0.8551959222499166,0.7507111618163372
Swin U-Net,ACDC,5,0.14,False,simple,123126,0.9915113484549256,,,,,,,,4.506111021332839,0.9984072593426072,0.9249192982334103,0.8532521994814882,0.7475928028244683
Swin U-Net,ACDC,5,0.14,False,simple,123127,0.9914713961502352,,,,,,,,5.129041689154223,0.9983608056079672,0.9230817272764384,0.8521696482315376,0.7458633617443341
Swin U-Net,ACDC,5,0.14,False,simple,123128,0.9910149174533892,,,,,,,,5.18153128356462,0.9982276399755644,0.9172046894880196,0.8455463139514799,0.7358740633601554
Swin U-Net,ACDC,5,0.14,True,simple,123124,0.9834223866562192,,,,,,,,9.03227606520798,0.994149486466908,0.7946190506782251,0.7181900465340464,0.5661982798831174
Swin U-Net,ACDC,5,0.14,True,simple,123125,0.983601273702441,,,,,,,,9.765242229592213,0.9940461134156036,0.7985525684343351,0.7249990720337521,0.5740442790007169
Swin U-Net,ACDC,5,0.14,True,simple,123126,0.9843379371526724,,,,,,,,8.985347408088437,0.994767128096743,0.8130487233958701,0.7335344214201148,0.584637978278843
Swin U-Net,ACDC,5,0.14,True,simple,123127,0.9835271665299484,,,,,,,,9.249832822420451,0.994104386893326,0.7956336817712911,0.722964314491675,0.5720422769187657
Swin U-Net,ACDC,5,0.14,True,simple,123128,0.9834797312715746,,,,,,,,9.455765730267329,0.9941390907018556,0.7958241622939601,0.721214854721456,0.5702499956629956
Swin U-Net,ACDC,20,0.309,False,simple,123124,0.9915939202557184,,,,,,,,5.348067038619457,0.9980857179469655,0.9238411619034193,0.8544662993533012,0.749204864211443
Swin U-Net,ACDC,20,0.309,False,simple,123125,0.9917415604136636,,,,,,,,5.095135425046876,0.998350505429679,0.9258010641075772,0.8562465052058051,0.7521154279721814
Swin U-Net,ACDC,20,0.309,False,simple,123126,0.9915991435055668,,,,,,,,5.124257544229631,0.998211348835488,0.9243164860684924,0.8534662744510678,0.7480110088490396
Swin U-Net,ACDC,20,0.309,False,simple,123127,0.9917237420932592,,,,,,,,4.981838571215725,0.9982314438516928,0.9248346339059031,0.8557550376312958,0.7509714179915848
Swin U-Net,ACDC,20,0.309,False,simple,123128,0.9917862358698126,,,,,,,,5.232343837100888,0.9983120934823924,0.9247667914888535,0.8571758829679159,0.7533810064257347
Swin U-Net,ACDC,20,0.309,True,simple,123124,0.9820459491882256,,,,,,,,12.39921240829297,0.9924914308323032,0.7649098653745711,0.698941412086608,0.5430328522489307
Swin U-Net,ACDC,20,0.309,True,simple,123125,0.9814768742650406,,,,,,,,13.902132422219266,0.9913012607892048,0.7538548703994609,0.6917356180556279,0.5346940489164834
Swin U-Net,ACDC,20,0.309,True,simple,123126,0.9813746319275852,,,,,,,,15.449349141122577,0.9915732528965644,0.7534386417244439,0.6923066454952697,0.5353343780067873
Swin U-Net,ACDC,20,0.309,True,simple,123127,0.9822844035093128,,,,,,,,13.260029005281169,0.9921692560007864,0.765275476012956,0.7028681676524591,0.5477457804786807
Swin U-Net,ACDC,20,0.309,True,simple,123128,0.9821502104414024,,,,,,,,12.387929584005104,0.9923080221637992,0.7643040179210091,0.7010105047074117,0.5450642955859594
Swin U-Net,ACDC,50,0.433,False,simple,123124,0.9926070084603312,,,,,,,,4.310573057907802,0.9988272755315938,0.93967056123498,0.870840197097472,0.7739440406517181
Swin U-Net,ACDC,50,0.433,False,simple,123125,0.9925742057103976,,,,,,,,4.189628415645959,0.9988268158286644,0.9396753020520656,0.8703979659138348,0.7732543011878837
Swin U-Net,ACDC,50,0.433,False,simple,123126,0.9926830419377324,,,,,,,,4.176584289194959,0.9987891818249316,0.9399815383551342,0.8716618634137614,0.7751815035343825
Swin U-Net,ACDC,50,0.433,False,simple,123127,0.9925786139850922,,,,,,,,4.074309065076457,0.9988154585339784,0.939210931713778,0.8702137193675173,0.7729900903430345
Swin U-Net,ACDC,50,0.433,False,simple,123128,0.9926064713176164,,,,,,,,4.094862087312054,0.9987747632368724,0.9396139116961648,0.8706572313314411,0.7738367772552176
Swin U-Net,ACDC,50,0.433,True,simple,123124,0.9868579699828351,,,,,,,,8.281915978758128,0.9957988509835716,0.85178135320373,0.7736615117146309,0.6361703796679522
Swin U-Net,ACDC,50,0.433,True,simple,123125,0.986505048696988,,,,,,,,8.354517983888059,0.9957145357707174,0.8472130439833735,0.7702313521646404,0.6319254801133151
Swin U-Net,ACDC,50,0.433,True,simple,123126,0.9864496674308664,,,,,,,,8.385356230380241,0.9956739224495924,0.8459348021670546,0.7695925128282656,0.6310113747924507
Swin U-Net,ACDC,50,0.433,True,simple,123127,0.9868207404360444,,,,,,,,8.065914643934759,0.9958853456104384,0.8511730090955744,0.7745792648047187,0.6373068245880914
Swin U-Net,ACDC,50,0.433,True,simple,123128,0.9865441860265248,,,,,,,,7.973984261920022,0.995534541374104,0.8485114236372627,0.7706928160043175,0.6321063806969588
Swin U-Net,ACDC,100,0.519,False,simple,123124,0.99310568064354,,,,,,,,3.7800853142489896,0.9989910740485192,0.9461668306616814,0.879634772275382,0.7876153130983652
Swin U-Net,ACDC,100,0.519,False,simple,123125,0.9932853085762652,,,,,,,,3.571219900231404,0.9989830737213098,0.947940952126609,0.8815570486427758,0.7907651808342022
Swin U-Net,ACDC,100,0.519,False,simple,123126,0.993184603578304,,,,,,,,3.8134123740503583,0.9989469130484842,0.9462377020576268,0.8802831463093114,0.7887300407266026
Swin U-Net,ACDC,100,0.519,False,simple,123127,0.9932746027662924,,,,,,,,3.724356428646569,0.9989880894194576,0.9475965045432184,0.8815572118006948,0.7907227492561798
Swin U-Net,ACDC,100,0.519,False,simple,123128,0.9931363163004514,,,,,,,,3.86910537003172,0.9989352825900292,0.9462435377855356,0.8797935672491786,0.7880651109945392
Swin U-Net,ACDC,100,0.519,True,simple,123124,0.987980857567237,,,,,,,,6.920881208993528,0.99638476782239,0.8689463087255866,0.7940902956085069,0.6632778440865943
Swin U-Net,ACDC,100,0.519,True,simple,123125,0.9875760927483216,,,,,,,,7.381046491327665,0.9961683571971044,0.8639645525690612,0.7894380662539682,0.6573680142528998
Swin U-Net,ACDC,100,0.519,True,simple,123126,0.9876786684847032,,,,,,,,7.471689965299382,0.9962669511325628,0.8661471852177408,0.7923917616545474,0.6610719624425196
Swin U-Net,ACDC,100,0.519,True,simple,123127,0.9878064343621976,,,,,,,,7.204725171584209,0.9963487511958584,0.8684354950126475,0.7923952026741898,0.6608626367453677
Swin U-Net,ACDC,100,0.519,True,simple,123128,0.9876463658331596,,,,,,,,7.076285197962783,0.9963021427249042,0.8640167413421515,0.7894837808260586,0.6572505221982453
Swin U-Net,ACDC,150,0.574,False,simple,123124,0.993585793619841,,,,,,,,3.648268913182033,0.9991098588426346,0.9511508074448424,0.8864929699924323,0.798510819757793
Swin U-Net,ACDC,150,0.574,False,simple,123125,0.993566456482105,,,,,,,,3.636177241672137,0.9991178964262964,0.9511562545643558,0.8866246164002791,0.798717384793821
Swin U-Net,ACDC,150,0.574,False,simple,123126,0.9935711240670756,,,,,,,,3.687188444827315,0.9991104499501416,0.9515854265161222,0.8861059581385254,0.7979607315600014
Swin U-Net,ACDC,150,0.574,False,simple,123127,0.9935568620018872,,,,,,,,3.612943888018872,0.9991235487131253,0.9500580184359916,0.8862883237939702,0.7981925553928377
Swin U-Net,ACDC,150,0.574,False,simple,123128,0.9935197621102344,,,,,,,,3.7948517431310935,0.9991247019250392,0.9511147015611277,0.8855857941561057,0.7970783712577892
Swin U-Net,ACDC,150,0.574,True,simple,123124,0.9888252459150482,,,,,,,,6.367210801211321,0.9968173226416442,0.8821019696072895,0.8078588534512838,0.6825539747048013
Swin U-Net,ACDC,150,0.574,True,simple,123125,0.9886790319636218,,,,,,,,7.041114114413617,0.996857041815802,0.8847667495836147,0.8075776662883197,0.6816323710820008
Swin U-Net,ACDC,150,0.574,True,simple,123126,0.9885726777060732,,,,,,,,7.250374054851734,0.9970015688784823,0.885314117557705,0.8080090578241813,0.68184168637253
Swin U-Net,ACDC,150,0.574,True,simple,123127,0.9886717157094018,,,,,,,,6.515817832014636,0.9968266057840032,0.8806487595493592,0.8057063965792947,0.6790829409706278
Swin U-Net,ACDC,150,0.574,True,simple,123128,0.988689459941156,,,,,,,,6.98084345661118,0.997060627528462,0.8849352384430528,0.80783312739011,0.681938403553903
Swin U-Net,ACDC,200,0.645,False,simple,123124,0.9937839622373112,,,,,,,,3.481950381051218,0.9991769188397212,0.953824794447347,0.8897326758067035,0.8036389989551939
Swin U-Net,ACDC,200,0.645,False,simple,123125,0.993856550592472,,,,,,,,3.5003683211396,0.9991113421763764,0.9535618192795212,0.8905547717723081,0.8049045512859774
Swin U-Net,ACDC,200,0.645,False,simple,123126,0.9938296193680772,,,,,,,,3.416408811455076,0.999207155310649,0.9550776572964316,0.8904255814452239,0.8048051814102504
Swin U-Net,ACDC,200,0.645,False,simple,123127,0.9937936308061792,,,,,,,,3.512702538228531,0.9991434291440594,0.9534315041159156,0.8894092339006981,0.8030854779196382
Swin U-Net,ACDC,200,0.645,False,simple,123128,0.993896039843098,,,,,,,,3.610425137528784,0.9991623127540032,0.9553268960644732,0.8907647831066526,0.8052589076607823
Swin U-Net,ACDC,200,0.645,True,simple,123124,0.9903859418564126,,,,,,,,5.443004736750094,0.9978290846223312,0.9075128359983304,0.8337125702531724,0.7185501452897437
Swin U-Net,ACDC,200,0.645,True,simple,123125,0.990262324943337,,,,,,,,5.728390937181676,0.9977760469474258,0.9066276983451148,0.8322922674397066,0.7164325991702304
Swin U-Net,ACDC,200,0.645,True,simple,123126,0.9901911998390202,,,,,,,,5.752933882809683,0.9977185607757488,0.9054926691972836,0.8314606188491963,0.7154377679909855
Swin U-Net,ACDC,200,0.645,True,simple,123127,0.9902563237626604,,,,,,,,5.810401836201048,0.9977092759608456,0.902959833054958,0.8312389452762544,0.7149542988693072
Swin U-Net,ACDC,200,0.645,True,simple,123128,0.9902777724269308,,,,,,,,5.930145044477087,0.9978140112583024,0.9052378578084088,0.8332293187641611,0.7177641201074825
Swin U-Net,ACDC,250,0.701,False,simple,123124,0.993782906474044,,,,,,,,3.5460455215568274,0.9990888937780136,0.9528391856895334,0.8898689233927933,0.8037987011833562
Swin U-Net,ACDC,250,0.701,False,simple,123125,0.9939351956947976,,,,,,,,3.478999396951304,0.9991905971356556,0.9549340096770752,0.8921273491258609,0.8074020508576053
Swin U-Net,ACDC,250,0.701,False,simple,123126,0.9936097057317352,,,,,,,,3.579623231802401,0.9989155094576088,0.9511184209959004,0.887119383983201,0.799555029896164
Swin U-Net,ACDC,250,0.701,False,simple,123127,0.9939544772660458,,,,,,,,3.3272867447783363,0.9991157566001088,0.9546210427041452,0.8924268408821264,0.8079323048253703
Swin U-Net,ACDC,250,0.701,False,simple,123128,0.9939329359909624,,,,,,,,3.401613796473447,0.9991018887879738,0.9546748627908084,0.891565673047222,0.8065389822002901
Swin U-Net,ACDC,250,0.701,True,simple,123124,0.9905686815124516,,,,,,,,5.3278084953978215,0.9978985010583922,0.9083462433702296,0.8350203901081391,0.7204865960219254
Swin U-Net,ACDC,250,0.701,True,simple,123125,0.9905332856597564,,,,,,,,5.579206556178582,0.9980594235658522,0.90904174945572,0.8347971437265711,0.7199995599920433
Swin U-Net,ACDC,250,0.701,True,simple,123126,0.9906322125301096,,,,,,,,5.408310219664323,0.9980626321926536,0.9105557447391582,0.8364778091568944,0.7225250812561334
Swin U-Net,ACDC,250,0.701,True,simple,123127,0.9905852218036378,,,,,,,,5.41398033377224,0.9980480917037544,0.9092759999995024,0.8356444628879687,0.72135765698344
Swin U-Net,ACDC,250,0.701,True,simple,123128,0.9905213388648908,,,,,,,,5.391662860093828,0.9979479791501422,0.9078031991008292,0.8340096615382456,0.7190531614179873
Swin U-Net,ACDC,300,0.719,False,simple,123124,0.9939578482996358,,,,,,,,3.547558456498734,0.9992095609563868,0.9563447955278216,0.8925580225544344,0.8080549609241744
Swin U-Net,ACDC,300,0.719,False,simple,123125,0.9940299921228948,,,,,,,,3.5149705929520336,0.999262363090728,0.9563608984316208,0.8936909817213431,0.8097953292461653
Swin U-Net,ACDC,300,0.719,False,simple,123126,0.9938787216210834,,,,,,,,3.4245483242708814,0.9991687554814654,0.9540871602552924,0.8913142456973405,0.8060851585529045
Swin U-Net,ACDC,300,0.719,False,simple,123127,0.9938472154225304,,,,,,,,3.49891629090559,0.999083750632162,0.9531695888937698,0.8912948219143103,0.8061192233842475
Swin U-Net,ACDC,300,0.719,False,simple,123128,0.993968794897722,,,,,,,,3.474288885843144,0.999179920373234,0.9557322567002664,0.8923389600465482,0.8077274667191444
Swin U-Net,ACDC,300,0.719,True,simple,123124,0.990201053629514,,,,,,,,5.756812284862434,0.9979292719429216,0.9060894515191982,0.8319727747140339,0.7160098968296964
Swin U-Net,ACDC,300,0.719,True,simple,123125,0.990256953516188,,,,,,,,6.000452617407497,0.9979946058940008,0.9076389351832532,0.8333519509191937,0.7180266707644286
Swin U-Net,ACDC,300,0.719,True,simple,123126,0.9903212809868372,,,,,,,,5.435472951410155,0.9979713591045306,0.9075423388883912,0.8330818025119736,0.7176097487529853
Swin U-Net,ACDC,300,0.719,True,simple,123127,0.9903631040299484,,,,,,,,5.420175425178588,0.9979691667559392,0.9083282041349708,0.8338066349349806,0.7185984298864573
Swin U-Net,ACDC,300,0.719,True,simple,123128,0.9901221677390752,,,,,,,,5.727179517434828,0.9978572633887044,0.904397879775988,0.8292944620514421,0.7120189801098055
basic U-Net,ACDC,1,0.022,False,advanced,123124,0.994592843599452,,,,,,,,3.19953465748119,0.998012510428252,0.9637682968589546,0.9050697355572428,0.8284147280150699
basic U-Net,ACDC,1,0.022,False,advanced,123125,0.994804681572908,,,,,,,,3.127058703292456,0.9983687401547422,0.9658801533977344,0.9073414233277178,0.8321249206359411
basic U-Net,ACDC,1,0.022,False,advanced,123126,0.9945205886432176,,,,,,,,3.2466293072910606,0.9979737528542236,0.9626453164946266,0.903134686952931,0.8249527104630724
basic U-Net,ACDC,1,0.022,False,advanced,123127,0.994256018072889,,,,,,,,3.2190404764627227,0.9975231373641128,0.9584272302866964,0.8992129365950747,0.8186294168254769
basic U-Net,ACDC,1,0.022,False,advanced,123128,0.9947341676999564,,,,,,,,3.191264695158472,0.9979526063536164,0.9632932388214672,0.9057418838453212,0.8292618204027088
basic U-Net,ACDC,1,0.022,True,advanced,123124,0.9926269197851072,,,,,,,,4.59271041912553,0.9969488094444752,0.940525629008866,0.8731009357624527,0.7764995430448051
basic U-Net,ACDC,1,0.022,True,advanced,123125,0.9926869315918748,,,,,,,,4.743955056156445,0.996249644819192,0.9406677685074062,0.8741357735246252,0.7782475527452789
basic U-Net,ACDC,1,0.022,True,advanced,123126,0.99266789080874,,,,,,,,4.673690140434203,0.9969429197479694,0.9420459437587771,0.8740009904183387,0.778220884540714
basic U-Net,ACDC,1,0.022,True,advanced,123127,0.9925021174536264,,,,,,,,4.838056734700413,0.996722811596836,0.9403212980274498,0.8708953713918687,0.7733531614172545
basic U-Net,ACDC,1,0.022,True,advanced,123128,0.9931262587661692,,,,,,,,4.43462572758401,0.997459395737781,0.9465769568816768,0.881432972303355,0.7902635622954914
basic U-Net,ACDC,5,0.126,False,advanced,123124,0.994512272192218,,,,,,,,3.0048436339379845,0.9971012362291632,0.961410306294972,0.9027143378003,0.8244069915272747
basic U-Net,ACDC,5,0.126,False,advanced,123125,0.9946683399341382,,,,,,,,2.970729247991652,0.9984381439566656,0.9640336771403368,0.9048574637009402,0.8279233889339247
basic U-Net,ACDC,5,0.126,False,advanced,123126,0.9946881586481016,,,,,,,,2.9155253760493927,0.9982041096938776,0.9639772312486036,0.9049239674840656,0.8279336870098537
basic U-Net,ACDC,5,0.126,False,advanced,123127,0.9947790654220564,,,,,,,,2.944879526563941,0.9979368347283524,0.9639824860310798,0.9064241995400868,0.8305211583666147
basic U-Net,ACDC,5,0.126,False,advanced,123127,0.9947790654220564,,,,,,,,2.944879526563941,0.9979368347283524,0.9639824860310798,0.9064241995400868,0.8305211583666147
basic U-Net,ACDC,5,0.126,False,advanced,123128,0.9946988829802368,,,,,,,,3.1136293806628887,0.9981091659900204,0.963367439139382,0.905635256051748,0.8292956746684402
basic U-Net,ACDC,5,0.126,True,advanced,123124,0.9939741292805458,,,,,,,,3.4429307730462626,0.9974825063201525,0.956046014823504,0.8942812855212855,0.810599738989183
basic U-Net,ACDC,5,0.126,True,advanced,123125,0.9939477351988658,,,,,,,,3.948514494515056,0.9984169009547482,0.9588947763873062,0.8941406078350037,0.8101564786833432
basic U-Net,ACDC,5,0.126,True,advanced,123126,0.9939747775562362,,,,,,,,3.657610486053963,0.9978613879632884,0.9584505033287916,0.8946819779787668,0.8112986862101583
basic U-Net,ACDC,5,0.126,True,advanced,123127,0.9938542167999868,,,,,,,,3.39658174312828,0.9976139441930828,0.9565492495105876,0.8928636301335948,0.808358270020158
basic U-Net,ACDC,5,0.126,True,advanced,123128,0.9937942790818698,,,,,,,,3.842409983773195,0.9978230153385949,0.9564445557936188,0.8922833078675313,0.8072702232495995
basic U-Net,ACDC,20,0.424,False,advanced,123124,0.9946906220957248,,,,,,,,2.8431340827243563,0.997545049570018,0.9647418640036306,0.9060313146948056,0.8300430514132869
basic U-Net,ACDC,20,0.424,False,advanced,123125,0.9946751005234808,,,,,,,,2.9460514526539776,0.997532475397413,0.9629884821663066,0.9046498441336634,0.827424377869672
basic U-Net,ACDC,20,0.424,False,advanced,123126,0.9947297409030992,,,,,,,,3.180201700215702,0.9965679145015084,0.964049781320847,0.9057179263074322,0.8293911322365565
basic U-Net,ACDC,20,0.424,False,advanced,123127,0.9943248649512082,,,,,,,,3.2506213511544986,0.9965316377573769,0.9571490459937688,0.8993442191066783,0.8186044973474841
basic U-Net,ACDC,20,0.424,False,advanced,123128,0.9946024010353444,,,,,,,,3.190137108011433,0.99701223973203,0.9619519721257618,0.9034949252668726,0.8256584571317037
basic U-Net,ACDC,20,0.424,True,advanced,123124,0.9939484205188812,,,,,,,,3.6168159525577495,0.997537033461299,0.9583993598585764,0.8943811017519679,0.8103371719986713
basic U-Net,ACDC,20,0.424,True,advanced,123125,0.9941151014599612,,,,,,,,3.6469863874122095,0.9972807239408422,0.9585103370899284,0.896809405444798,0.8144970328886586
basic U-Net,ACDC,20,0.424,True,advanced,123126,0.9941449406638816,,,,,,,,3.7284339454520254,0.9972008008901224,0.9590980832325006,0.8970150815557529,0.815008003592424
basic U-Net,ACDC,20,0.424,True,advanced,123127,0.9939091535342064,,,,,,,,3.713450007422047,0.9975031204711508,0.9563256998351995,0.8936164084043398,0.8094967988441191
basic U-Net,ACDC,20,0.424,True,advanced,123128,0.9938311381854088,,,,,,,,3.782661430533563,0.996927283652592,0.9560997916359498,0.8932526099754821,0.8086387792540602
basic U-Net,ACDC,50,0.536,False,advanced,123124,0.9945576885348704,,,,,,,,3.191320025516416,0.9969337611241432,0.9614947775780894,0.9036969125903532,0.826082029116229
basic U-Net,ACDC,50,0.536,False,advanced,123125,0.994518754949122,,,,,,,,3.351975530043467,0.9976400594150852,0.9626701671181624,0.9038977459035502,0.8264955523499307
basic U-Net,ACDC,50,0.536,False,advanced,123126,0.9945861941430848,,,,,,,,3.290646970702667,0.99718878726457,0.9624938970911924,0.9041642290041536,0.826789806799149
basic U-Net,ACDC,50,0.536,False,advanced,123127,0.9944662816625256,,,,,,,,3.232748567008663,0.9971704228069882,0.9608938997527344,0.9017344325397554,0.8229014194596934
basic U-Net,ACDC,50,0.536,False,advanced,123128,0.9945085121932136,,,,,,,,3.4248359106346684,0.997655645588762,0.9629169560934828,0.903772030195118,0.8264389511370666
basic U-Net,ACDC,50,0.536,True,advanced,123124,0.9938682380770616,,,,,,,,3.8011185313808142,0.997250133034104,0.9546813402204224,0.8925765819279081,0.8079786149263928
basic U-Net,ACDC,50,0.536,True,advanced,123125,0.9937131149654332,,,,,,,,4.039259546411215,0.9961106038692292,0.9523775098474108,0.8896259364650093,0.8027835613089508
