dataset,metric,margin,encoder,pretraining_scheme,pooled,level,pretraining_length,robustness
ACDC,inv_pearson_corr,1.0,resnet50,advanced_training,False,4,300,0.9320865869522095
ACDC,inv_pearson_corr,1.0,resnet50,advanced_training,True,4,300,0.9888180494308472
ACDC,inv_pearson_corr,1.0,resnet50,advanced_training,False,5,300,0.8501033186912537
ACDC,inv_pearson_corr,1.0,resnet50,advanced_training,True,5,300,0.9397708177566528
ACDC,l2_loss,0.0,resnet50,advanced_training,False,1,300,0.0022465717047452927
ACDC,l2_loss,0.0,resnet50,advanced_training,True,1,300,0.0019929995760321617
ACDC,l2_loss,0.0,resnet50,advanced_training,False,2,300,0.0012683894019573927
ACDC,l2_loss,0.0,resnet50,advanced_training,True,2,300,0.0008558219415135682
ACDC,l2_loss,0.0,resnet50,advanced_training,False,3,300,0.0011837794445455074
ACDC,l2_loss,0.0,resnet50,advanced_training,True,3,300,0.0007380883325822651
ACDC,l2_loss,0.0,resnet50,advanced_training,False,4,300,0.001209488371387124
ACDC,l2_loss,0.0,resnet50,advanced_training,True,4,300,0.00045646479702554643
ACDC,l2_loss,0.0,resnet50,advanced_training,False,5,300,0.0035347207449376583
ACDC,l2_loss,0.0,resnet50,advanced_training,True,5,300,0.0011697961017489433
ACDC,l2_loss,0.25,resnet50,advanced_training,False,1,300,0.24735528230667114
ACDC,l2_loss,0.25,resnet50,advanced_training,True,1,300,0.24991102516651154
ACDC,l2_loss,0.25,resnet50,advanced_training,False,2,300,0.24736042320728302
ACDC,l2_loss,0.25,resnet50,advanced_training,True,2,300,0.24983541667461395
ACDC,l2_loss,0.25,resnet50,advanced_training,False,3,300,0.24785245954990387
ACDC,l2_loss,0.25,resnet50,advanced_training,True,3,300,0.24981552362442017
ACDC,l2_loss,0.25,resnet50,advanced_training,False,4,300,0.24740082025527954
ACDC,l2_loss,0.25,resnet50,advanced_training,True,4,300,0.24972599744796753
ACDC,l2_loss,0.25,resnet50,advanced_training,False,5,300,0.23790334165096283
ACDC,l2_loss,0.25,resnet50,advanced_training,True,5,300,0.2479860782623291
ACDC,l2_loss,0.5,resnet50,advanced_training,False,1,300,0.49735531210899353
ACDC,l2_loss,0.5,resnet50,advanced_training,True,1,300,0.49991104006767273
ACDC,l2_loss,0.5,resnet50,advanced_training,False,2,300,0.4973604083061218
ACDC,l2_loss,0.5,resnet50,advanced_training,True,2,300,0.49983537197113037
ACDC,l2_loss,0.5,resnet50,advanced_training,False,3,300,0.4978524446487427
ACDC,l2_loss,0.5,resnet50,advanced_training,True,3,300,0.49981552362442017
ACDC,l2_loss,0.5,resnet50,advanced_training,False,4,300,0.49740082025527954
ACDC,l2_loss,0.5,resnet50,advanced_training,True,4,300,0.4997260272502899
ACDC,l2_loss,0.5,resnet50,advanced_training,False,5,300,0.48790332674980164
ACDC,l2_loss,0.5,resnet50,advanced_training,True,5,300,0.4979861080646515
ACDC,l2_loss,0.75,resnet50,advanced_training,False,1,300,0.7473552823066711
ACDC,l2_loss,0.75,resnet50,advanced_training,True,1,300,0.7499110698699951
ACDC,l2_loss,0.75,resnet50,advanced_training,False,2,300,0.7473604679107666
ACDC,l2_loss,0.75,resnet50,advanced_training,True,2,300,0.7498353719711304
ACDC,l2_loss,0.75,resnet50,advanced_training,False,3,300,0.7478523850440979
ACDC,l2_loss,0.75,resnet50,advanced_training,True,3,300,0.7498155236244202
ACDC,l2_loss,0.75,resnet50,advanced_training,False,4,300,0.7474008202552795
ACDC,l2_loss,0.75,resnet50,advanced_training,True,4,300,0.7497259974479675
ACDC,l2_loss,0.75,resnet50,advanced_training,False,5,300,0.737903356552124
ACDC,l2_loss,0.75,resnet50,advanced_training,True,5,300,0.7479861378669739
ACDC,l2_loss,1.0,resnet50,advanced_training,False,1,300,0.9973552823066711
ACDC,l2_loss,1.0,resnet50,advanced_training,True,1,300,0.9999110698699951
ACDC,l2_loss,1.0,resnet50,advanced_training,False,2,300,0.997360348701477
ACDC,l2_loss,1.0,resnet50,advanced_training,True,2,300,0.9998354315757751
ACDC,l2_loss,1.0,resnet50,advanced_training,False,3,300,0.9978523850440979
ACDC,l2_loss,1.0,resnet50,advanced_training,True,3,300,0.9998155236244202
ACDC,l2_loss,1.0,resnet50,advanced_training,False,4,300,0.9974008202552795
ACDC,l2_loss,1.0,resnet50,advanced_training,True,4,300,0.9997259974479675
ACDC,l2_loss,1.0,resnet50,advanced_training,False,5,300,0.987903356552124
ACDC,l2_loss,1.0,resnet50,advanced_training,True,5,300,0.9979861378669739
ACDC,cosine_distance,0.0,resnet50,simple_training,False,1,0,0.02247484214603901
ACDC,cosine_distance,0.0,resnet50,simple_training,True,1,0,0.02292025275528431
ACDC,cosine_distance,0.0,resnet50,simple_training,False,2,0,0.01978950947523117
ACDC,cosine_distance,0.0,resnet50,simple_training,True,2,0,0.021251564845442772
ACDC,cosine_distance,0.0,resnet50,simple_training,False,3,0,0.01895948499441147
ACDC,cosine_distance,0.0,resnet50,simple_training,True,3,0,0.01824009045958519
ACDC,cosine_distance,0.0,resnet50,simple_training,False,4,0,0.0231044702231884
ACDC,cosine_distance,0.0,resnet50,simple_training,True,4,0,0.01979665458202362
ACDC,cosine_distance,0.0,resnet50,simple_training,False,5,0,0.030992384999990463
ACDC,cosine_distance,0.0,resnet50,simple_training,True,5,0,0.027021251618862152
ACDC,cosine_distance,0.25,resnet50,simple_training,False,1,0,0.21105174720287323
ACDC,cosine_distance,0.25,resnet50,simple_training,True,1,0,0.25472474098205566
ACDC,cosine_distance,0.25,resnet50,simple_training,False,2,0,0.20484833419322968
ACDC,cosine_distance,0.25,resnet50,simple_training,True,2,0,0.24733693897724152
ACDC,cosine_distance,0.25,resnet50,simple_training,False,3,0,0.19583049416542053
ACDC,cosine_distance,0.25,resnet50,simple_training,True,3,0,0.2430424839258194
ACDC,cosine_distance,0.25,resnet50,simple_training,False,4,0,0.16473908722400665
ACDC,cosine_distance,0.25,resnet50,simple_training,True,4,0,0.22716811299324036
ACDC,cosine_distance,0.25,resnet50,simple_training,False,5,0,0.16470614075660706
ACDC,cosine_distance,0.25,resnet50,simple_training,True,5,0,0.18440473079681396
ACDC,cosine_distance,0.5,resnet50,simple_training,False,1,0,0.4520873725414276
ACDC,cosine_distance,0.5,resnet50,simple_training,True,1,0,0.4983319342136383
ACDC,cosine_distance,0.5,resnet50,simple_training,False,2,0,0.4485451281070709
ACDC,cosine_distance,0.5,resnet50,simple_training,True,2,0,0.49541884660720825
ACDC,cosine_distance,0.5,resnet50,simple_training,False,3,0,0.4389362335205078
ACDC,cosine_distance,0.5,resnet50,simple_training,True,3,0,0.4921938478946686
ACDC,cosine_distance,0.5,resnet50,simple_training,False,4,0,0.39046499133110046
ACDC,cosine_distance,0.5,resnet50,simple_training,True,4,0,0.4719366133213043
ACDC,cosine_distance,0.5,resnet50,simple_training,False,5,0,0.3376654088497162
ACDC,cosine_distance,0.5,resnet50,simple_training,True,5,0,0.41538235545158386
ACDC,cosine_distance,0.75,resnet50,simple_training,False,1,0,0.7016260027885437
ACDC,cosine_distance,0.75,resnet50,simple_training,True,1,0,0.7481306195259094
ACDC,cosine_distance,0.75,resnet50,simple_training,False,2,0,0.698533833026886
ACDC,cosine_distance,0.75,resnet50,simple_training,True,2,0,0.7454187870025635
ACDC,cosine_distance,0.75,resnet50,simple_training,False,3,0,0.6888566017150879
ACDC,cosine_distance,0.75,resnet50,simple_training,True,3,0,0.7421938180923462
ACDC,cosine_distance,0.75,resnet50,simple_training,False,4,0,0.636955738067627
ACDC,cosine_distance,0.75,resnet50,simple_training,True,4,0,0.721849799156189
ACDC,cosine_distance,0.75,resnet50,simple_training,False,5,0,0.570259690284729
ACDC,cosine_distance,0.75,resnet50,simple_training,True,5,0,0.6605942249298096
ACDC,cosine_distance,1.0,resnet50,simple_training,False,1,0,0.9516260623931885
ACDC,cosine_distance,1.0,resnet50,simple_training,True,1,0,0.9981305599212646
ACDC,cosine_distance,1.0,resnet50,simple_training,False,2,0,0.9485337138175964
ACDC,cosine_distance,1.0,resnet50,simple_training,True,2,0,0.9954187870025635
ACDC,cosine_distance,1.0,resnet50,simple_training,False,3,0,0.9388566017150879
ACDC,cosine_distance,1.0,resnet50,simple_training,True,3,0,0.992193877696991
ACDC,cosine_distance,1.0,resnet50,simple_training,False,4,0,0.886955738067627
ACDC,cosine_distance,1.0,resnet50,simple_training,True,4,0,0.9718497395515442
ACDC,cosine_distance,1.0,resnet50,simple_training,False,5,0,0.8189674615859985
ACDC,cosine_distance,1.0,resnet50,simple_training,True,5,0,0.9105710983276367
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,1,0,0.03856302797794342
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,1,0,0.04519794508814812
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,2,0,0.029507361352443695
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,2,0,0.03548485040664673
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,3,0,0.02483140118420124
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,3,0,0.025877811014652252
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,4,0,0.026527388021349907
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,4,0,0.025052564218640327
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,5,0,0.0345880389213562
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,5,0,0.03299655020236969
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,1,0,0.1917024552822113
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,1,0,0.2728351056575775
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,2,0,0.19001752138137817
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,2,0,0.2533639371395111
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,3,0,0.18517768383026123
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,3,0,0.24463269114494324
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,4,0,0.16346247494220734
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,4,0,0.22702060639858246
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,5,0,0.16675661504268646
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,5,0,0.18375539779663086
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,1,0,0.41764020919799805
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,1,0,0.5088114738464355
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,2,0,0.42402511835098267
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,2,0,0.4937741458415985
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,3,0,0.422670841217041
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,3,0,0.48984500765800476
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,4,0,0.3779727816581726
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,4,0,0.4689534902572632
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,5,0,0.33154404163360596
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,5,0,0.4047400653362274
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,1,0,0.6575587391853333
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,1,0,0.7494953274726868
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,2,0,0.6707154512405396
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,2,0,0.7429074048995972
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,3,0,0.6702167391777039
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,3,0,0.7398219704627991
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,4,0,0.6214961409568787
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,4,0,0.716834545135498
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,5,0,0.5524200797080994
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,5,0,0.6460030674934387
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,1,0,0.9055224657058716
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,1,0,0.9972475171089172
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,2,0,0.920714259147644
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,2,0,0.9929073452949524
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,3,0,0.9202167391777039
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,3,0,0.9898219704627991
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,4,0,0.8711996674537659
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,4,0,0.966834545135498
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,5,0,0.7984387278556824
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,5,0,0.8928682208061218
ACDC,l2_loss,0.0,resnet50,simple_training,False,1,0,0.005134617444127798
ACDC,l2_loss,0.0,resnet50,simple_training,True,1,0,0.004516622982919216
ACDC,l2_loss,0.0,resnet50,simple_training,False,2,0,0.0031032622791826725
ACDC,l2_loss,0.0,resnet50,simple_training,True,2,0,0.0025459297467023134
ACDC,l2_loss,0.0,resnet50,simple_training,False,3,0,0.002428768202662468
ACDC,l2_loss,0.0,resnet50,simple_training,True,3,0,0.001647302182391286
ACDC,l2_loss,0.0,resnet50,simple_training,False,4,0,0.0026893573813140392
ACDC,l2_loss,0.0,resnet50,simple_training,True,4,0,0.0012308104196563363
ACDC,l2_loss,0.0,resnet50,simple_training,False,5,0,0.008917652070522308
ACDC,l2_loss,0.0,resnet50,simple_training,True,5,0,0.0038344522472471
ACDC,l2_loss,0.25,resnet50,simple_training,False,1,0,0.2442554235458374
ACDC,l2_loss,0.25,resnet50,simple_training,True,1,0,0.24977700412273407
ACDC,l2_loss,0.25,resnet50,simple_training,False,2,0,0.243069589138031
ACDC,l2_loss,0.25,resnet50,simple_training,True,2,0,0.24948391318321228
ACDC,l2_loss,0.25,resnet50,simple_training,False,3,0,0.24314850568771362
ACDC,l2_loss,0.25,resnet50,simple_training,True,3,0,0.24932314455509186
ACDC,l2_loss,0.25,resnet50,simple_training,False,4,0,0.2385852038860321
ACDC,l2_loss,0.25,resnet50,simple_training,True,4,0,0.24829192459583282
ACDC,l2_loss,0.25,resnet50,simple_training,False,5,0,0.20041193068027496
ACDC,l2_loss,0.25,resnet50,simple_training,True,5,0,0.23769092559814453
ACDC,l2_loss,0.5,resnet50,simple_training,False,1,0,0.4942554533481598
ACDC,l2_loss,0.5,resnet50,simple_training,True,1,0,0.49977701902389526
ACDC,l2_loss,0.5,resnet50,simple_training,False,2,0,0.493069589138031
ACDC,l2_loss,0.5,resnet50,simple_training,True,2,0,0.49948397278785706
ACDC,l2_loss,0.5,resnet50,simple_training,False,3,0,0.493148535490036
ACDC,l2_loss,0.5,resnet50,simple_training,True,3,0,0.49932312965393066
ACDC,l2_loss,0.5,resnet50,simple_training,False,4,0,0.4885852038860321
ACDC,l2_loss,0.5,resnet50,simple_training,True,4,0,0.49829190969467163
ACDC,l2_loss,0.5,resnet50,simple_training,False,5,0,0.44987788796424866
ACDC,l2_loss,0.5,resnet50,simple_training,True,5,0,0.48769092559814453
ACDC,l2_loss,0.75,resnet50,simple_training,False,1,0,0.7442554235458374
ACDC,l2_loss,0.75,resnet50,simple_training,True,1,0,0.7497770190238953
ACDC,l2_loss,0.75,resnet50,simple_training,False,2,0,0.743069589138031
ACDC,l2_loss,0.75,resnet50,simple_training,True,2,0,0.7494838833808899
ACDC,l2_loss,0.75,resnet50,simple_training,False,3,0,0.7431485056877136
ACDC,l2_loss,0.75,resnet50,simple_training,True,3,0,0.7493231296539307
ACDC,l2_loss,0.75,resnet50,simple_training,False,4,0,0.7385851144790649
ACDC,l2_loss,0.75,resnet50,simple_training,True,4,0,0.7482919096946716
ACDC,l2_loss,0.75,resnet50,simple_training,False,5,0,0.699877917766571
ACDC,l2_loss,0.75,resnet50,simple_training,True,5,0,0.7376908659934998
ACDC,l2_loss,1.0,resnet50,simple_training,False,1,0,0.9942554235458374
ACDC,l2_loss,1.0,resnet50,simple_training,True,1,0,0.9997770190238953
ACDC,l2_loss,1.0,resnet50,simple_training,False,2,0,0.993069589138031
ACDC,l2_loss,1.0,resnet50,simple_training,True,2,0,0.9994838833808899
ACDC,l2_loss,1.0,resnet50,simple_training,False,3,0,0.9931485056877136
ACDC,l2_loss,1.0,resnet50,simple_training,True,3,0,0.9993231296539307
ACDC,l2_loss,1.0,resnet50,simple_training,False,4,0,0.9885850548744202
ACDC,l2_loss,1.0,resnet50,simple_training,True,4,0,0.9982919096946716
ACDC,l2_loss,1.0,resnet50,simple_training,False,5,0,0.949877917766571
ACDC,l2_loss,1.0,resnet50,simple_training,True,5,0,0.9876908659934998
ACDC,cosine_distance,0.0,resnet50,simple_training,False,1,1,0.026400411501526833
ACDC,cosine_distance,0.0,resnet50,simple_training,True,1,1,0.02678738161921501
ACDC,cosine_distance,0.0,resnet50,simple_training,False,2,1,0.02780694141983986
ACDC,cosine_distance,0.0,resnet50,simple_training,True,2,1,0.025142565369606018
ACDC,cosine_distance,0.0,resnet50,simple_training,False,3,1,0.03232068940997124
ACDC,cosine_distance,0.0,resnet50,simple_training,True,3,1,0.026051582768559456
ACDC,cosine_distance,0.0,resnet50,simple_training,False,4,1,0.033922482281923294
ACDC,cosine_distance,0.0,resnet50,simple_training,True,4,1,0.022169433534145355
ACDC,cosine_distance,0.0,resnet50,simple_training,False,5,1,0.03462057560682297
ACDC,cosine_distance,0.0,resnet50,simple_training,True,5,1,0.023768404498696327
ACDC,cosine_distance,0.25,resnet50,simple_training,False,1,1,0.23266705870628357
ACDC,cosine_distance,0.25,resnet50,simple_training,True,1,1,0.26076605916023254
ACDC,cosine_distance,0.25,resnet50,simple_training,False,2,1,0.18644553422927856
ACDC,cosine_distance,0.25,resnet50,simple_training,True,2,1,0.24925553798675537
ACDC,cosine_distance,0.25,resnet50,simple_training,False,3,1,0.1773184835910797
ACDC,cosine_distance,0.25,resnet50,simple_training,True,3,1,0.24005340039730072
ACDC,cosine_distance,0.25,resnet50,simple_training,False,4,1,0.17835760116577148
ACDC,cosine_distance,0.25,resnet50,simple_training,True,4,1,0.23512861132621765
ACDC,cosine_distance,0.25,resnet50,simple_training,False,5,1,0.1894739419221878
ACDC,cosine_distance,0.25,resnet50,simple_training,True,5,1,0.2352573126554489
ACDC,cosine_distance,0.5,resnet50,simple_training,False,1,1,0.4722954332828522
ACDC,cosine_distance,0.5,resnet50,simple_training,True,1,1,0.5018578767776489
ACDC,cosine_distance,0.5,resnet50,simple_training,False,2,1,0.4205021858215332
ACDC,cosine_distance,0.5,resnet50,simple_training,True,2,1,0.4931666851043701
ACDC,cosine_distance,0.5,resnet50,simple_training,False,3,1,0.40054795145988464
ACDC,cosine_distance,0.5,resnet50,simple_training,True,3,1,0.4858424663543701
ACDC,cosine_distance,0.5,resnet50,simple_training,False,4,1,0.4020031988620758
ACDC,cosine_distance,0.5,resnet50,simple_training,True,4,1,0.4835214912891388
ACDC,cosine_distance,0.5,resnet50,simple_training,False,5,1,0.4208182096481323
ACDC,cosine_distance,0.5,resnet50,simple_training,True,5,1,0.48190632462501526
ACDC,cosine_distance,0.75,resnet50,simple_training,False,1,1,0.7189770936965942
ACDC,cosine_distance,0.75,resnet50,simple_training,True,1,1,0.748909592628479
ACDC,cosine_distance,0.75,resnet50,simple_training,False,2,1,0.6685850024223328
ACDC,cosine_distance,0.75,resnet50,simple_training,True,2,1,0.7430787682533264
ACDC,cosine_distance,0.75,resnet50,simple_training,False,3,1,0.6482770442962646
ACDC,cosine_distance,0.75,resnet50,simple_training,True,3,1,0.7358424067497253
ACDC,cosine_distance,0.75,resnet50,simple_training,False,4,1,0.6510066390037537
ACDC,cosine_distance,0.75,resnet50,simple_training,True,4,1,0.7335214614868164
ACDC,cosine_distance,0.75,resnet50,simple_training,False,5,1,0.6695138216018677
ACDC,cosine_distance,0.75,resnet50,simple_training,True,5,1,0.7319062948226929
ACDC,cosine_distance,1.0,resnet50,simple_training,False,1,1,0.9689770936965942
ACDC,cosine_distance,1.0,resnet50,simple_training,True,1,1,0.998909592628479
ACDC,cosine_distance,1.0,resnet50,simple_training,False,2,1,0.9185850024223328
ACDC,cosine_distance,1.0,resnet50,simple_training,True,2,1,0.9930787682533264
ACDC,cosine_distance,1.0,resnet50,simple_training,False,3,1,0.8982769846916199
ACDC,cosine_distance,1.0,resnet50,simple_training,True,3,1,0.9858424067497253
ACDC,cosine_distance,1.0,resnet50,simple_training,False,4,1,0.9010066390037537
ACDC,cosine_distance,1.0,resnet50,simple_training,True,4,1,0.9835214614868164
ACDC,cosine_distance,1.0,resnet50,simple_training,False,5,1,0.9195138216018677
ACDC,cosine_distance,1.0,resnet50,simple_training,True,5,1,0.9819062948226929
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,1,1,0.04466364160180092
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,1,1,0.05042002722620964
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,2,1,0.04709646850824356
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,2,1,0.06246763840317726
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,3,1,0.05544467270374298
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,3,1,0.07521387934684753
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,4,1,0.06274785846471786
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,4,1,0.07480648905038834
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,False,5,1,0.05747290700674057
ACDC,inv_pearson_corr,0.0,resnet50,simple_training,True,5,1,0.05685923621058464
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,1,1,0.22953267395496368
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,1,1,0.28290313482284546
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,2,1,0.18646471202373505
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,2,1,0.2716432809829712
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,3,1,0.18537935614585876
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,3,1,0.2542569935321808
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,4,1,0.1894131749868393
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,4,1,0.2369108945131302
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,False,5,1,0.19190281629562378
ACDC,inv_pearson_corr,0.25,resnet50,simple_training,True,5,1,0.2328614890575409
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,1,1,0.46479612588882446
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,1,1,0.5200292468070984
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,2,1,0.3889072835445404
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,2,1,0.5063119530677795
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,3,1,0.3647773563861847
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,3,1,0.4809088110923767
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,4,1,0.36254623532295227
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,4,1,0.45616984367370605
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,False,5,1,0.38737452030181885
ACDC,inv_pearson_corr,0.5,resnet50,simple_training,True,5,1,0.4647497236728668
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,1,1,0.7042192816734314
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,1,1,0.7597603797912598
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,2,1,0.6253575682640076
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,2,1,0.7445536255836487
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,3,1,0.594630241394043
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,3,1,0.7177205681800842
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,4,1,0.5863324403762817
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,4,1,0.6931999325752258
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,False,5,1,0.6226062178611755
ACDC,inv_pearson_corr,0.75,resnet50,simple_training,True,5,1,0.7048600912094116
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,1,1,0.9476210474967957
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,1,1,1.0026265382766724
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,2,1,0.8692352175712585
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,2,1,0.9864643812179565
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,3,1,0.8382352590560913
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,3,1,0.960427463054657
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,4,1,0.8307597041130066
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,4,1,0.9371746778488159
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,False,5,1,0.8688340783119202
ACDC,inv_pearson_corr,1.0,resnet50,simple_training,True,5,1,0.9523195624351501
ACDC,l2_loss,0.0,resnet50,simple_training,False,1,1,0.09673459082841873
ACDC,l2_loss,0.0,resnet50,simple_training,True,1,1,0.08908657729625702
ACDC,l2_loss,0.0,resnet50,simple_training,False,2,1,0.23616479337215424
ACDC,l2_loss,0.0,resnet50,simple_training,True,2,1,0.1409585177898407
ACDC,l2_loss,0.0,resnet50,simple_training,False,3,1,0.6918252110481262
ACDC,l2_loss,0.0,resnet50,simple_training,True,3,1,0.3508094847202301
ACDC,l2_loss,0.0,resnet50,simple_training,False,4,1,1.214431881904602
ACDC,l2_loss,0.0,resnet50,simple_training,True,4,1,0.5293551683425903
ACDC,l2_loss,0.0,resnet50,simple_training,False,5,1,0.8799909353256226
ACDC,l2_loss,0.0,resnet50,simple_training,True,5,1,0.4088466763496399
ACDC,l2_loss,0.25,resnet50,simple_training,False,1,1,0.25295019149780273
ACDC,l2_loss,0.25,resnet50,simple_training,True,1,1,0.3116368353366852
ACDC,l2_loss,0.25,resnet50,simple_training,False,2,1,0.35426050424575806
ACDC,l2_loss,0.25,resnet50,simple_training,True,2,1,0.33416709303855896
ACDC,l2_loss,0.25,resnet50,simple_training,False,3,1,0.8017029166221619
ACDC,l2_loss,0.25,resnet50,simple_training,True,3,1,0.504289984703064
ACDC,l2_loss,0.25,resnet50,simple_training,False,4,1,1.3234564065933228
ACDC,l2_loss,0.25,resnet50,simple_training,True,4,1,0.6651759147644043
ACDC,l2_loss,0.25,resnet50,simple_training,False,5,1,0.9915575981140137
ACDC,l2_loss,0.25,resnet50,simple_training,True,5,1,0.5452906489372253
ACDC,l2_loss,0.5,resnet50,simple_training,False,1,1,0.4762952923774719
ACDC,l2_loss,0.5,resnet50,simple_training,True,1,1,0.546996533870697
ACDC,l2_loss,0.5,resnet50,simple_training,False,2,1,0.49300262331962585
ACDC,l2_loss,0.5,resnet50,simple_training,True,2,1,0.5632518529891968
ACDC,l2_loss,0.5,resnet50,simple_training,False,3,1,0.9234967231750488
ACDC,l2_loss,0.5,resnet50,simple_training,True,3,1,0.7073986530303955
ACDC,l2_loss,0.5,resnet50,simple_training,False,4,1,1.4395655393600464
ACDC,l2_loss,0.5,resnet50,simple_training,True,4,1,0.8377786874771118
ACDC,l2_loss,0.5,resnet50,simple_training,False,5,1,1.1119508743286133
ACDC,l2_loss,0.5,resnet50,simple_training,True,5,1,0.726529598236084
ACDC,l2_loss,0.75,resnet50,simple_training,False,1,1,0.7114492058753967
